,Номенклатура,КлассТовара
2085,"БП Velton 350W (ATX 2.03, 20+4+4, 2xSATA) [ATX-350]",Средне продаваемый
2086,"8.4"" Планшетный ПК DNS AirTab E80 [0138938]  1 ГГц/512Мб+8Гб+SD 4Гб/Емк. 800x600/SD/WiFi/Android 2.3",Средне продаваемый
2087,"Лампа Qumo светодиодная ""FlexiLight"", 3 светодиода, гибкая ножка, прорезиненный корпус, USB",Средне продаваемый
2088,"Цифровая камера Canon PowerShot  A3200 IS Silver (14.1MPix 4320x3240 5xZoom SDHC/MMC NB-8L LCD2.7"")",Средне продаваемый
2089,"Бумага BD Gloss, 10х15см, 210г/м, глянец, 50 листов [7210100150GL50]",Средне продаваемый
2090,"Наушники Philips SHE3600 [вкладыши, открытые,12-22000 Гц, кабель 0,3м, штекер 3,5мм]",Средне продаваемый
2091,Пленка защитная MStyle для iPhone 4G (Против Отпечатков),Средне продаваемый
2092,"11.6"" Чехол Case Logic ELS-111, полиэстер, черный",Средне продаваемый
2093,Тонер B&W (LI-463) для Samsung SCX-4100/4200/4220/4300/3200 (100 г.) (Совм.),Средне продаваемый
2094,Жесткий диск SATA-3  1Tb Hitachi Deskstar 7K1000.D  7200rpm [HDS721010DLE630] Cache 32MB,Средне продаваемый
2095,Процессор Intel Pentium G620 2.60GHz 3Mb 2xDDR3-1066 HD Graphics TDP-65w LGA1155  OEM,Средне продаваемый
2096,Жесткий диск SATA-II  1Tb Hitachi Deskstar 7K1000.C  7200rpm [HDS721010CLA332/HDS721010CLA632] Cache 32MB,Средне продаваемый
2097,Пленка защитная ONEXT для HTC Incredible S,Средне продаваемый
2098,Бумага офисная Xerox  Premier (003R91720) A4 80 г\м² 500 листов,Средне продаваемый
2099,Мышь беспроводная A4Tech G3-220N-1 V-Track Black USB,Средне продаваемый
2100,"Патч-корд UTP кат. 5/5e. Длина  5m, Belsis",Средне продаваемый
2101,"Смартфон Samsung GT-S5570 Galaxy Mini 3.1"" 160Mb White 1x0.6Ghz/384Mb/240x320/TFT/3G/GPS/Cam3/Android 2.2",Средне продаваемый
2102,Плата Gigabyte Socket-AM3+ GA-970A-D3 AMD970/SB950 4xDDR3-2000 2xPCI-Ex16 8ch 6xSATA3 RAID 2xUSB3 GLAN ATX,Средне продаваемый
2103,Сотовый телефон Samsung GT-C3350 Steel Gray GSM/TFT/240x320/2Мп/38Mb/microSD/GPRS/EDGE/BT/FM/защита IP67,Средне продаваемый
2104,Мышь проводная Gigabyte GM-M5100-WBR USB White,Средне продаваемый
2105,"Кронштейн для ТВ Holder LCDS-5038 [200х200; Н+П+2; Наклон -15°/6°; Поворот 180°; Раст. от стены 117-383 мм; До 30 кг; 20""-37""; Черный]",Средне продаваемый
2106,Сотовый телефон Sony Ericsson J10i2 (Elm) Black GSM/3G/TFT/240x320/5Мп/280Mb/microSD/GPRS/ EDGE/GPS/BT/Wi-Fi /FM ,Средне продаваемый
2107,"Телевизор LED 32"" (81 см) Samsung UE32D6510 [3D, FHD, 1920x1080, 200Гц, DVB-T/C, HDMI x4, USB, LAN,WiFi, цвет белый]",Средне продаваемый
2108,"Электронная книга Effire ColorBook TR701 Black 7""/TFT сенсор/MicroSD/FM-радио",Средне продаваемый
2109,Сотовый телефон LG S367 GSM/TFT/240x320/2MPix/microSD/GPRS/EDGE/BT/FM,Средне продаваемый
2110,Мышь беспроводная A4Tech G10-810F-1 Black USB,Средне продаваемый
2111,Плата ASRock Socket-AM3 M3A770DE AMD770/SB710 4xDDR3-1600 2xPCI 8ch 4xSATA RAID IDE eSATA GLAN ATX,Средне продаваемый
2112,"Телефон teXet ТХ-205 [Повт. наб., память на 13 ном., 3 мелодии вызова, регул. уровня гром., Flash]",Средне продаваемый
2113,Мышь беспроводная DNS HOME WRL-018BT Black USB,Средне продаваемый
2114,"Коврик SteelSeries QcK тряпичный, резиновая основа 320х285х2мм, черный (63004)",Средне продаваемый
2115,"Наушники Philips SHM3300 [накл, полуоткр, мкроф, 20-20000 Гц, каб 1,8м, штекер 3.5мм, черные]",Средне продаваемый
2116,"Внешний HDD WD 750GB My Passport Essential [WDBGYS7500ABK] 2.5"" USB 3.0",Средне продаваемый
2117,Сотовый телефон Samsung GT-E2121B Candy Red GSM/CSTN/128x128/0.3Мп/8Mb/MicroSD/GPRS/FM,Средне продаваемый
2118,Мышь проводная A4Tech N-360-2 V-Track Black+Red USB,Средне продаваемый
2119,"Кулер DEEPCOOL Beta 10  (Al, 2200 об/мин, 25 дБ, 3-pin) Socket AM4/AM2/AM3/АМ3+/FM1/ FM2",Средне продаваемый
2120,МФУ Epson Stylus  SX235W  (Принтер/ Копир/ Сканер:  A4  5760x1440dpi  30ppm  4pl  Wi-Fi  USB2.0),Средне продаваемый
2121,"Игровая приставка Sony PlayStation 3 Slim 160Gb [HDMI/USBx2, Bluetooth/Wi-Fi/Ethernet, Blu-ray]",Средне продаваемый
2122,Плеер MP3 Explay Х1 4Gb [цвет белый+зеленый],Средне продаваемый
2123,"Кабель HDMI (M) - DVI (M) Konoos, 5м.[KC-HDMI-DVI-5]",Средне продаваемый
2124,"ПО Microsoft ""Windows 7 Профессиональная"" Русская версия DVD (ВОХ) [FQC-00265, FQC-05347]",Средне продаваемый
2125,Мышь беспроводная A4Tech G7-250NX-1 V-Track Black USB,Средне продаваемый
2126,"Телевизор LED 42"" (106 см) LG 42LV4500 [FHD, 1920x1080, 100Гц, 5М:1, DVB-T/С, 10 Вт х2, HDMI x3, USB]",Средне продаваемый
2127,"Пленка защитная InterStep универсальная для сенсорных экранов прозрачная (5.2"")",Средне продаваемый
2128,Видеокарта PCI-E Sapphire AMD Radeon HD6670 1024MB 128bit GDDR5 [11192-01/14-XX] DVI HDMI [DisplayPort/D-Sub],Средне продаваемый
2129,"GPS Навигатор Lexand 7100 HD 7""/TFT/800х480/microSD/Bluetooth/FM-трансмиттер/WM CE6.0 + Navitel",Средне продаваемый
2130,"Кулер DEEPCOOL Gamma 50 (Al, 1100-2300 rpm, 26 dB(A)) PWM Socket LGA775 AM2/AM2+/AM3/FM1",Средне продаваемый
2131,Маршрутизатор ASUS RT-N16 4x10/100/1000Base-T + 802.11n (до 300Mbit/s) +1xWAN + 2xUSB2.0,Средне продаваемый
2132,Память USB Flash SanDisk Cruzer Fit [USB 2.0/8 Gb/(Black)],Средне продаваемый
2133,Видеокарта PCI-E Palit GeForce GT 430 1024MB 128bit DDR3 DVI D-Sub HDMI,Средне продаваемый
2134,"Наклейки на клав, Серая подложка, Рус/Лат A_KEYB",Средне продаваемый
2135,Фотобумага Lomond A4 [0102006] 170 г\м² матовая двухсторонняя (100 л.),Средне продаваемый
2136,Клавиатура проводная Oklick 330M Multimedia USB/PS/2 (+USB порт),Средне продаваемый
2137,Память USB 2.0 Flash Kingston 32 Gb DataTraveler Mini DT160/32GB,Средне продаваемый
2138,"17"" Сумка DNS/AirTone AT-K117 Blue, нейлон, синий",Средне продаваемый
2139,Видеокарта PCI-E GigaByte AMD Radeon HD6770 1024MB 128bit GDDR5 [GV-R677D5-1GD] DVI HDMI DisplayPort,Средне продаваемый
2140,"Смартфон LG P698 OptimusLink Dual SIM 3.2"" 150Mb Black 1x0.8Ghz/512Mb/320x480/TFT/2SIM/3G/GPS/Cam3.2/Android 2.3",Средне продаваемый
2141,Система охлаждения HDD DEEPCOOL Icedisk 1,Средне продаваемый
2142,"Кабель USB2.0 A (вилка) - B (вилка), 1.8m, Sven",Средне продаваемый
2143,"17"" Сумка AirTone AT-K317 Brown, нейлон, коричневый",Средне продаваемый
2144,Мышь проводная A4Tech X-755BK 2000dpi USB,Средне продаваемый
2145,"Цифровой медиа плеер BBK MP040S [без HDD, RTD1055, USB/SD/MMC/MS, HDMI]",Средне продаваемый
2146,"Внешний HDD HP 1Tb 5400rpm [WDBACZ0010BBK-EESN] 2.5"" USB 3.0 Black",Средне продаваемый
2147,"Смартфон Samsung GT-S5380 Wave Y 3.2"" 150Mb LaFleur 1x0.832Ghz/256Mb/320x480/TFT/3G/GPS/Cam2/Bada2",Средне продаваемый
2148,Видеокарта PCI-E Sapphire AMD Radeon HD6850 1024MB 256bit GDDR5 [11180-00-XX] DVI HDMI DisplayPort,Средне продаваемый
2149,"Геймпад беспроводной Microsoft Xbox 360 [для Xbox360, виброотдача, до 9 м., АА x2,  цвет черный] (NSF-00002)",Средне продаваемый
2150,"Колонки Genius 2.0 SP-J200 [2 х 2.5 Вт, линейный вход для аудиоустройств]",Средне продаваемый
2151,"Монитор TopView 17"" T1711x [1280x1024, DC 6000:1, 160гор/160вер, D-Sub]",Средне продаваемый
2152,Картридж Epson T1282 (M) для S22/SX125/SX420W/SX425W/BX305F/BX305FW Cyan (Ориг.),Средне продаваемый
2153,"Телевизор LCD 32"" (81 см) LG 32LK551 [FHD, 1920x1080, 150000:1, 100Гц, DVB-T/С, 10 Вт х2, HDMI x2, USB(DivX)]",Средне продаваемый
2154,"Вентилятор DEEPCOOL 80x80 [XFAN 80 L/B] (1800 об/мин, синяя подсветка, 20 дБ)",Средне продаваемый
2155,Сотовый телефон Fly DS107 GSM/2SIM/TFT QCIF/176x220/microSD/FM,Средне продаваемый
2156,"15.6"" Ноутбук Acer Aspire 5750G-2434G64Mnkk (HD) i5 2430M(2.4)/4096/640/NV GT540M 1Gb/DVD-SMulti/WiFi/Cam/MS Win7",Средне продаваемый
2157,Фотобумага Lomond A4 [0102143] 170 г\м² глянцевая односторонняя (25 л.),Средне продаваемый
2158,"Веб-камера DNS-3001AB 2048x1536, USB 2.0",Средне продаваемый
2159,"Цифровая камера Nikon S6150 Black (16MPix 4000x3000 7xZoom SD/SDHC HDMI TFT2.7"" touch EN-EL12)",Средне продаваемый
2160,Клавиатура проводная Chicony KU-0833 Glossy Black USB,Средне продаваемый
2161,"Плеер MP3 Sony NWZ-B163FB, 4Gb [цвет черный, FM-радио, диктофон, 5 настроек эквалайзера, аккум до 18ч.,USB]",Средне продаваемый
2162,Мышь проводная Gigabyte GM-M6580 Laser USB Black,Средне продаваемый
2163,"Монитор Samsung 24"" S24A350H [LED,1920x1080, 1000:1, 2 мс, 170гор/160вер, HDMI, D-Sub]",Средне продаваемый
2164,"Смартфон Apple iPhone 4S 3.5"" 16Gb White 2x1Ghz/512Mb/960x640/S-IPS/3G/GPS/Cam8/iOS5",Средне продаваемый
2165,"МФУ Epson Stylus  SX230  (Принтер/ Копир/ Сканер:  A4  5760x1440dpi  30ppm  4pl  CR  TFT 3,6cm  USB2.0)",Средне продаваемый
2166,Видеокарта PCI-E Asus GeForce GTS 450 1024MB 128bit DDR3 [ENGTS450/DI/1GD3] DVI D-Sub HDMI,Средне продаваемый
2167,"15.6"" [Office] Ноутбук DNS (0139774) (HD) i3-2330M(2.2)/4096/500/Intel HD3000/DVD-Smulti/WiFi/BT/Cam/No OS",Средне продаваемый
2168,"Сумка для зеркального фотоаппарата Case Logic SLRС-200, нейлон, чёрный (17,4 х 19,3 х 19,5 см)",Средне продаваемый
2169,"Картридж Canon CLI-426BK для PIXMA iP4840/MG5140/5240/6140/8140 Black, (540 стр.),(Ориг.)",Средне продаваемый
2170,"Инструмент для обжима коннекторов Hanlong [RJ45, RJ11, RJ12, зачистка кабеля] с фиксатором, усиленный",Средне продаваемый
2171,"Зарядное устройство GP PowerBank S350 (2/4 x AA/AAA NiMH, время зарядa ~ 13 час.)",Средне продаваемый
2172,Память Kingston (microSDHC) 16 Gb class 10 SDC10/16GBSP,Средне продаваемый
2173,"Телевизор LED 22"" (55 см) Rolsen 22L1002UF [FHD, 1920x1080, 40К:1, HDMIx2, USB]",Средне продаваемый
2174,"Кронштейн для TВ Kromax Astra-8 [15-32"", наклон, поворот, до 15 кг, от 8.5 см до 24,5 см от стены, водяной уров.]",Средне продаваемый
2175,Мышь проводная Oklick 404L Optical 1600dpi USB,Средне продаваемый
2176,Мышь беспроводная A4Tech G10-770F Black USB,Средне продаваемый
2177,"Наушники A4tech MK-650-B Black [вклад, закр, 20 - 20000 Гц, каб 1.4м, штекер 3,5мм]",Средне продаваемый
2178,"Штатив ERA ECS-3570 (68-165см, 1740г, 3 секции, нагрузка до 4кг)",Средне продаваемый
